OMoD,Companies,Cantons,Zip_codes,Cities,Streets,Group,latitude,longitude
680600004,Louis Bélet SA,JU,2943,Vendlincourt,Rue Gustave-Amweg 33,Remettantes,47.4519096,7.1487883
680000248,Manufacture Jaeger-LeCoultre,JU,2900,Porrentruy,Roche de Mars 7,Remettantes,47.4186028,7.0902712
680000218,Fimm SA,JU,2900,Porrentruy,Roche-de-Mars 16,Remettantes,47.4181571,7.0915551
680000061,CEJEF div. technique / Ecoles des métiers et Ecole supérieure technique,JU,2900,Porrentruy,Rue de la Maltière 33,Remettantes,47.4176323,7.0839886
678600020,Ceramaret SA,JU,2923,Courtemaîche,Courtemaîche,Remettantes,47.4538181,7.0461357
678400045,AluConcept SA,JU,2950,Courgenay,Armeratte 2,Remettantes,47.4064401,7.127756
678400040,Ramseyer SA (Centre de tri),JU,2950,Courgenay,Rue Pré-Genez 10,Remettantes,47.4068969,7.1349264
678400020,R. Bourgeois (Suisse) SA,JU,2950,Courgenay,Rue Sedrac 26,Remettantes,47.4097266,7.1297833
677400031,Comadur SA,JU,2926,Boncourt,Rue du Temps 8,Remettantes,47.4858093,7.0066815
677400023,Sonceboz Microtechnique Boncourt SA,JU,2926,Boncourt,Boulaies 7,Remettantes,47.4922881,6.987908
677400022,ETA SA Manufacture Horlogère Suisse ,JU,2926,Boncourt,Rue du Temps 8,Remettantes,47.4858093,7.0066815
677400002,British American Tobacco Switzerland SA,JU,2926,Boncourt,Route de France 17,Remettantes,47.5001546,7.0151429
677100007,Manufacture de boites de montres MRP SA,JU,2942,Alle,Route de Courgenay 37,Remettantes,47.4217703,7.1246388
677100003,Atokalpa SA,JU,2942,Alle,Route de Miécourt,Remettantes,47.4293059,7.1470717
677100001,Filature de laine peignée d'Ajoie SA,JU,2942,Alle,Coin du Jonc 48,Remettantes,47.4203783,7.1320074
675700079,Multietch SA,JU,2350,Saignelégier,Semailles 11,Remettantes,47.2559857,7.0038721
675700075,Soprod SA,JU,2350,Saignelégier,Chemin du Buissons 10,Remettantes,47.2543663,7.0031408
675700002,Queloz SA,JU,2350,Saignelégier,Rue de Bel-Air 14,Remettantes,47.2549344,6.9924267
675400069,Jämes Aubert Le Brassus SA,JU,2340,Le Noirmont,Ch. du Muguet 1,Remettantes,47.2264906,6.9562084
675400032,Detech SA,JU,2340,Le Noirmont,Sous la Velle,Remettantes,47.2244873,6.9651365
675400011,Les Ateliers d'Hermès Horloger SA,JU,2340,Le Noirmont,Rue St-Hubert 7,Remettantes,47.2268559,6.9575387
675400003,Joseph Baume SA,JU,2340,Le Noirmont,Sous la Velle 1,Remettantes,47.2242585,6.9630821
675400002,Sycrilor Industries SA,JU,2340,Le Noirmont,Sous la Velle 16,Remettantes,47.2241731,6.9671819
675400001,Orolux SA,JU,2340,Le Noirmont,Rue du Clos Frésard 10,Remettantes,47.2249286,6.9609772
674500004,Crealine SA,JU,2875,"Enfers, Les",Milieu du village,Remettantes,47.2909627,7.0463447
674300006,Polinox SA,JU,2345,Les Breuleux,Chemin des Barres 9,Remettantes,47.209547,7.006513
674300002,Donzé-Baume SA,JU,2345,Les Breuleux,Rue du Curé Beuret 6,Remettantes,47.2135148,7.0029528
671400016,Biwi SA,JU,2855,Glovelier,Route de la Transjurane 22,Remettantes,47.3402763,7.2090061
671400004,Pibor Iso SA,JU,2855,Glovelier,Route de la Transjurane 20,Remettantes,47.3394994,7.2084551
671200054,STS Develier SA,JU,2802,Develier,Rue Père Carré 16,Remettantes,47.3614149,7.3060382
671200033,Buwaprint SA,JU,2802,Develier,Rue Père Carré 14,Remettantes,47.361437,7.3059106
671100324,Valtech Développement Sàrl ,JU,2800,Delémont,St-Georges 6,Remettantes,47.354091,7.344918
671100323,Docourt + Renaud SA,JU,2800,Delémont,Victor-Helg 1,Remettantes,47.3527632,7.3462785
671100314,NTE SA,JU,2800,Delémont,Communance 49,Remettantes,47.3519215,7.337558
671100305,Viquodéco Sàrl,JU,2800,Delémont,Saint-Georges 18,Remettantes,47.3536519,7.3441281
671100293,Blancpain SA,JU,2800,Delémont,Route de la Communance 86,Remettantes,47.3505774,7.3335599
671100284,easyDec SA,JU,2800,Delémont,St-Sébastien 22,Remettantes,47.3524162,7.3439387
671100267,Joray et Wyss S.A.,JU,2800,Delémont,Communance Sud,Remettantes,47.350277,7.333963
671100081,Recyplus Entsorgung AG (ex. K+S),JU,2800,Delémont,Rue St-Henri 2,Regroupement,47.352645,7.3381065
671100033,PRECI-DIP SA,JU,2800,Delémont,Rue St-Henri 11,Remettantes,47.3516646,7.3406809
671100017,Lémo (5) SA,JU,2800,Delémont,Rue St-Sébastien 2,Remettantes,47.3542435,7.3405851
671100013,Matériaux Sabag SA,JU,2800,Delémont,La Ballastière 19,Remettantes,47.3526606,7.3589497
671100006,Victorinox Swiss Army SA,JU,2800,Delémont,Route de Bâle 63,Remettantes,47.367526,7.3500058
671100004,Hôpital du Jura,JU,2800,Delémont,Faubourg des Capucins 30,Remettantes,47.368679,7.338611
670900032,Reinhart Hydrocleaning SA,JU,2822,Courroux,Croix 29,Remettantes,47.3743184,7.370045
670900031,Baccinex SA,JU,2822,Courroux,Rue de la Source 1,Remettantes,47.3557543,7.3858669
670800075,Politrempe SA,JU,2830,Courrendlin,Quérattes 3,Remettantes,47.3392018,7.3765345
670700037,Microdec SA,JU,2853,Courfaivre,Tuilerie 7,Remettantes,47.3333919,7.2710075
670600002,Terbival SA,JU,2825,Courchapoix,Route Principale 50 A,Remettantes,47.3495185,7.4196127
670200007,Erma Boécourt SA,JU,2856,Boécourt,Route de Séprais 24L,Remettantes,47.3529249,7.2178776
670200002,Rémy Montavon SA,JU,2856,Boécourt,Dos l'Essert 52 P,Remettantes,47.3502315,7.2111338
670100058,AFB - Ateliers de Formation ,JU,2854,Bassecourt,Rue de la Fenatte 14,Remettantes,47.3395881,7.2458746
664300715,Chantier_DD110493 - Lozinger-Marazzi,GE,1219,Vernier,Avenue du Lignon 1-4,Remettantes,46.2022358,6.0919844
664300551,BLANCHISSERIE AURORE Sàrl ,GE,1219,Châtelaine,Chemin J. -Ph.-De-Sauvage 37,Remettantes,46.2143385,6.1042393
664300367,Microedge Sàrl ,GE,1214,Vernier,Via Monnet 6,Remettantes,46.2177535,6.0830061
664300363,Teinturerie du Grand-Lancy,GE,1214,Vernier,Av. Louis-Pictet 9,Remettantes,46.2184361,6.0848726
664300250,"Transvoirie SA, succursale de Genève, à Satigny",GE,1214,Vernier,Vernier,Remettantes,46.2153264,6.0819838
664300238,Pressing du Lignon,GE,1219,Le Lignon,Centre Commercial du Lignon,Remettantes,46.2038969,6.0967747
664300062,Remondis Suisse SA,GE,1219,Aïre,Chemin de la Verseuse 3,Regroupement,46.1952962,6.0949719
664300014,Kugler Bimetal SA,GE,1219,Le Lignon,Chemin Château-Bloch 17,Remettantes,46.2068968,6.0993545
664300001,Givaudan SA,GE,1214,Vernier,Ch. de la Parfumerie 5,Remettantes,46.2062906,6.0805038
664000003,Caran D'Ache SA,GE,1226,Thônex,Ch. du Foron 19,Remettantes,46.1937435,6.2103323
663800316,Firmenich SA,GE,1242,Satigny,Rue de la Bergère 7,Remettantes,46.2230039,6.0580825
663800249,Safram SA,GE,1242,Satigny,Route des Moulières 5,Remettantes,46.2173403,6.0607432
663800172,"Sogetri SA, succursale de Satigny",GE,1242,Satigny,Route de Satigny 44,Remettantes,46.2189969,6.0566633
663800141,RVM SA,GE,1242,Satigny,Route de Satigny 52A,Regroupement,46.2212319,6.0511614
663800121,Implenia Suisse SA,GE,1242,Satigny,Route du Bois-de-Bay 49,Remettantes,46.1959329,6.0576456
663400020,Fondation Clair Bois - Foyer de Chambésy,GE,1292,Chambésy,Ch. William-BARBEY 20,Remettantes,46.2421218,6.1485264
663400006,Mission des Etats-Unis,GE,1292,Chambésy,Rte Pregny 11,Remettantes,46.2326692,6.1373303
663300373,KBI Biopharma,GE,1228,Plan-les-Ouates,Route de la Galaise 36,Remettantes,46.1682743,6.1028682
663300336,DIATHEKE,GE,1228,Plan-les-Ouates,Chemin du Champ-des-Filles 19,Remettantes,46.1658387,6.107159
663300331,Deasyl SA,GE,1228,Plan-les-Ouates,Chemin du pont du centenaire 109,Remettantes,46.1708826,6.1082683
663300307,Sté PhytoXtract SA,GE,1228,Plan-les-Ouates,Chemin des Aulx 14,Remettantes,46.1685443,6.1036257
663300143,Bracco Suisse SA ,GE,1228,Plan-les-Ouates,Rte de la Galaise 31,Remettantes,46.1676678,6.101681
663300110,Piaget,GE,1228,Plan-les-Ouates,Ch. du Champs-des-Filles 37,Remettantes,46.1642073,6.1038871
663300100,Rolex SA - PLO,GE,1228,Plan-les-Ouates,Chemin du Pont-du-Centenaire 113,Remettantes,46.1693526,6.1102984
663300094,Patek Philippe SA,GE,1228,Plan-les-Ouates,Ch. Pont-du-Centenaire 141,Remettantes,46.1672421,6.1131553
663300002,Rollvis SA,GE,1228,Plan-les-Ouates,Chemin du Pont-du-Centenaire 136,Remettantes,46.1674883,6.1102037
663000636,ELEFIL SWISS Sàrl,GE,1217,Meyrin,Rue Emma-Kammacher 5a,Remettantes,46.2225957,6.072641
663000525,STS Meyrin SA,GE,1217,Meyrin,Route du Nant d'Avril 107,Remettantes,46.224502,6.0593617
663000524,E-BIKE center,GE,1216,Cointrin,Route de Pré Bois 14,Remettantes,46.2233699,6.098999
663000492,Campus Genevois de Haute Horlogerie Branch of Richemont International SA,GE,1217,Meyrin,Rue André de Garrini 7,Remettantes,46.2226195,6.0664444
663000459,La Fabrique du Temps Louis Vuitton SA ,GE,1217,Meyrin,Rue Alphonse-Large 11,Remettantes,46.2260838,6.0639542
663000446,GDG Horlogerie SA,GE,1217,Meyrin,Rue du Pré-Bouvier 29,Remettantes,46.2215289,6.0537562
663000422,Labcorp Central Laboratory Services Sàrl,GE,1217,Meyrin,Rue Moïse-Marcinhes 7,Remettantes,46.2230167,6.0630918
663000302,Manufacture Roger Dubuis SA,GE,1217,Meyrin,Rue André-De-Garrini 2,Remettantes,46.2233933,6.0651947
663000267,TRADALL SA,GE,1217,Meyrin,Rte de Meyrin 267,Remettantes,46.2262502,6.077675
663000090,Audemars Piguet- Meyrin,GE,1217,Meyrin,Rue Emma-Kammacher 10,Remettantes,46.2235631,6.0708847
663000052,OM Pharma,GE,1217,Meyrin,Rue du Bois-du-Lan 22,Remettantes,46.2247761,6.0759692
663000006,Chopard & Cie SA,GE,1217,Meyrin,Rue de Veyrot 8,Remettantes,46.2264702,6.0616888
663000002,CERN,GE,1211,Genève 23,Genève 23,Remettantes,46.2000323,6.1638785
662900018,Muller Services SA,GE,1252,Meinier,Ch. de la Pallanterie 11,Remettantes,46.2474501,6.2200457
662800390,Swiss Pressing,GE,1213,Petit-Lancy,Place des Ormeaux 8,Remettantes,46.1895678,6.119497
662800226,"Propressing, Rexhepi",GE,1212,Grand Lancy,Ch. du Clos 6A,Remettantes,46.1745506,6.1186048
662200005,Franck Muller Watchland SA,GE,1294,Genthod,Rte de Malagny 22,Remettantes,46.2673767,6.1605442
662103724,Genève Motos - Cash 2 Roues SA,GE,1203,Genève,Avenue De-Warens 8,Remettantes,46.2040302,6.1250502
662103706,Thorens Energies Sàrl,GE,1206,Genève,Rue de Contamines 29,Remettantes,46.1942059,6.1546837
662103694,"Ville de Genève, Musée d'art et d'histoire",GE,1206,Genève,Boulevard Emile-Jaques-Dalcroze 9,Remettantes,46.1995062,6.1513164
662103690,UW&L Sàrl,GE,1204,Genève,Rue de la Tour-de-Boël 5,Remettantes,46.2027713,6.1445889
662103668,Biostarks Europe Sàrl,GE,1202,Genève,Chemin de la Voie-Creuse 16,Remettantes,46.2198932,6.1432353
662103570,Medline Service Sàrl,GE,1204,Genève,Place de Longemalle 1,Remettantes,46.2032982,6.1505017
662103425,EMS Petite Boissière Charmilles Liotard SARL - Résidence la Petite Boissière,GE,1208,Genève,Route de Chêne 46,Remettantes,46.1996176,6.1701164
662103304,CARTIER CREATION STUDIO SA,GE,1204,Genève,Rue du Rhône 35,Remettantes,46.2040496,6.1488731
662103152,Aéroport international de Genève - déchetterie de Pré-Bois ,GE,1215,Genève 15,Case postale 100,Remettantes,46.235661,6.1058993
662103077,Murex Tronculus SA,GE,1201,Genève,Rue Pécolat 1,Remettantes,46.2085541,6.1455531
662102983,QUICK PRESSING SARL,GE,1204,Genève,Rhe du Rhône 116,Remettantes,46.202531,6.1544783
662102799,Fondation Campus Biotech Geneva,GE,1202,Genève,Chemin des Mines 9,Remettantes,46.2221612,6.1482519
662102750,Centre Médical Universitaire - CMU,GE,1206,Genève,Rue Michel-Servet 1,Remettantes,46.193714,6.1518052
662102624,Beaulieu Orquidia Blanchisserie Sàrl,GE,1202,Genève,Rue du Vidollet 3,Remettantes,46.2163,6.1406612
662102583,"Pressing ""Au Quotidien""",GE,1203,Genève,Av. Wendt 59,Remettantes,46.213138,6.1286296
662102286,Grand Théatre de Genève,GE,1204,Genève,Bd du Théâtre 11,Remettantes,46.2018005,6.1426471
662102092,"Pressing Clinet, Luzia Pinto",GE,1205,Genève,"Prévost-Martin, 49",Remettantes,46.1925559,6.1450658
662102065,Servette Music Ltd,GE,1202,Genève,Rue Racine 1,Remettantes,46.2131956,6.1312616
662101899,Chouette Pressing,GE,1201,Genève,rue Chaponnière 1,Remettantes,46.209109,6.1442184
662101742,Pressing Quick Service 2,GE,1206,Genève,Rue Marignac 13,Remettantes,46.1957992,6.1542513
662101738,Pressing des Tulipiers,GE,1208,Genève,Chemin Frisco 4,Remettantes,46.201424,6.1743545
662101364,Kohler Electroplastie Sàrl,GE,1227,Les Acacias,Rte des Jeunes 5 C,Remettantes,46.1917616,6.1285527
662101135,"Service Santé au travail, environnement, prévention et sécurité (STEPS) - Déchets Spéciaux",GE,1205,Genève ,Quai Ernest-Ansermet 30,Remettantes,46.1980402,6.1324162
662100721,Pressing Rex,GE,1209,Genève,Ch. Moïse-Duboule 13,Remettantes,46.2238514,6.1272081
662100652,Teinturerie - Blanchisserie,GE,1208,Genève,Av. Krieg 5,Remettantes,46.1958801,6.1636246
662100636,Hôtel du Rhône,GE,1201,Genève,Quai Theodore-Turrettini 3,Remettantes,46.2056284,6.1402151
662100634,Hôtel Président-Wilson,GE,1201,Genève,Quai Wilson 47,Remettantes,46.21474,6.1512158
662100623,Pressing 5àsec - Tourelles,GE,1209,Genève,Ch. de la Tourelle 2-4,Remettantes,46.2243724,6.1260523
662100588,Pressing 5àsec - Balexert,GE,1209,Genève,Av. Louis-Casaï 27,Remettantes,46.2198118,6.1137136
662100579,Nello Brighenti SA,GE,1211,Genève 21,Genève 21,Remettantes,46.2000323,6.1638785
662100404,Endurance Motos,GE,1201,Genève,Rue de Lausanne 51,Remettantes,46.2142828,6.1459301
662100347,Onu Org. des Nations Unies - Imprimerie,GE,1202,Genève,Avenue de la Paix 8-14,Remettantes,46.2277242,6.141967
662100321,"Hôtel Intercontinental, Genève SA",GE,1209,Genève,Ch. du Petit-Saconnex 7-9,Remettantes,46.223083,6.1330873
662100266,Clinique Générale-Beaulieu,GE,1206,Genève,Ch. Beau-Soleil 20,Remettantes,46.1887048,6.1616986
662100138,Maison V. Guimet Fils SA,GE,1202,Genève,Rue des Buis 12,Remettantes,46.2142082,6.1499676
662100093,Pressing 5àsec - Cornavin,GE,1201,Genève,Rue de Cornavin 5,Remettantes,46.2073537,6.1417439
662100004,Hôpital Universitaire de Genève (HUG),GE,1211,Genève 14,Rue Gabrielle-Perret-Gentil 4,Remettantes,46.1933147,6.1490487
661600137,STC Swiss Textile Care SA,GE,1222,Vésenaz,Route de Thonon 40,Remettantes,46.2380481,6.1966487
661600069,Baechler Teinturiers Sa - Vésenaz,GE,1222,Vésenaz ,Route de Thonon 40,Remettantes,46.2380481,6.1966487
661300070,Pressing 2000,GE,1225,Chêne-Bourg,Rue de Peillonnex 8,Remettantes,46.1945736,6.1966801
661300035,Pressing du Vieux-Chêne SA,GE,1225,Chêne-Bourg,Av. de Bel-Air 5,Remettantes,46.1958538,6.1922091
660800832,AG Construction SA,GE,1227,Les Acacias,Rue Eugène-Marziano 23A,Remettantes,46.1917096,6.1313233
660800668,Elcotherm SA,GE,1219,Le Lignon,Chemin Barde 2,Remettantes,46.2084524,6.099299
660800643,Art Setting SA,GE,1227,Carouge,Ch. de la Marbrerie 5,Remettantes,46.1797749,6.1353803
660800423,Christian Gros,GE,1227,Carouge,Rue des Noirettes 34,Remettantes,46.1881321,6.132556
660800355,Amoudruz SA,GE,1227,Les Acacias,Rue Eugène-Marziano 23B,Remettantes,46.1915809,6.1309401
660800295,Pressing 5àsec - La Praille,GE,1227,Carouge,Route des Jeunes 10,Remettantes,46.1800373,6.1276872
660800148,Nicole Andrey,GE,1227,Carouge,Rue Caroline 51,Remettantes,46.1880021,6.1385784
660800124,Laboratoire Unilabs Genève - Cytopath,GE,1227,Carouge,Av. Cardinal-Mermillod 36,Remettantes,46.1853942,6.1435428
660800028,Ideal Chimic SA,GE,1227,Carouge GE,Route de Saint-Julien 34,Regroupement,46.1786392,6.135241
660800015,Louis Tempia SA,GE,1227,Carouge,Rue Joseph-Girard 23,Regroupement,46.1818454,6.143924
660500022,Renevier Michel,GE,1257,La Croix-de-Rozon,Route de Fémé 20,Remettantes,46.1456787,6.1256111
660100007,CTDS SA,GE,1288,Aire-la-Ville,Route de Verbois 40,Remettantes,46.1950192,6.0316034
660100002,SIG - Usine d'incinération des Cheneviers,GE,1288,Aire-la-Ville,Route de Verbois 40,Regroupement,46.1950192,6.0316034
651200005,STA Pharmaceutical Switzerland SA,NE,2108,Couvet,Rue du Pré-Jorat 14,Remettantes,46.9291541,6.645462
651100015,Garage Ofzky Performance,NE,2126,Les Verrières,Meudon 5,Remettantes,46.9017387,6.4612589
650900020,Easytool Sàrl,NE,2123,St-Sulpice,Quartier du Pâquier 6,Remettantes,46.9084631,6.560408
650600105,Le Temps Manufactures SA,NE,2114,Fleurier,Rue de l'Hôpital 33,Remettantes,46.8991777,6.5777409
650600101,Pressing Système D Sàrl,NE,2114,Fleurier,Grand-Rue 29,Remettantes,46.901983,6.580081
650600098,Waeber HMS,NE,2114,Fleurier,Rue du Levant 17,Remettantes,46.9041376,6.5901028
650600091,Vaucher Manufacture Fleurier SA,NE,2114,Fleurier,Chemin du Righi 2,Remettantes,46.9015638,6.5761596
650600073,Chopard Manufacture SA,NE,2114,Fleurier,Rue des Moulins 20,Remettantes,46.9050236,6.5843945
650500087,Manufacture Cartier,NE,2108,Couvet,Rue Pré-Jorats 12,Remettantes,46.9287528,6.6439497
650500086,Harcane Sàrl,NE,2108,Couvet,Site Dubied 10,Remettantes,46.9273902,6.6399599
650500053,GMT Fine Chemical SA,NE,2108,Couvet,Rue des Iles 6,Remettantes,46.9299899,6.6398771
650500003,Sintetica Bioren SA,NE,2108,Couvet,Rue des Iles 4B,Remettantes,46.9296752,6.6394996
650300019,"Manufacture Horlogère ValFleurier, Branch of Richemont International SA",NE,2115,Buttes,Les Sugits 21,Remettantes,46.8905073,6.5613289
648700003,Le Cercle des Horlogers SA,NE,2208,Les Hauts-Geneveys,Chemin du Bugnon 12,Remettantes,47.0450599,6.8717239
648000006,MOM Le Prélet SA,NE,2206,Les Geneveys-sur-Coffrane,Route du Vanel 4,Remettantes,47.018338,6.852566
647200003,Pressing de L'Epervier,NE,2053,Cernier,Route de Neuchâtel 3,Remettantes,47.0581486,6.9009769
645900083,INVENesis,NE,2072,St-Blaise,Rue de Neuchâtel 15a,Remettantes,47.0125813,6.9826872
645900066,Dr. Dubosson Christoph,NE,2072,Saint-Blaise,Route de Soleure 12,Remettantes,47.0147048,6.9927985
645801094,Richemont Suisse SA,NE,2000,Neuchâtel,Route de Pierre-à-Bot 87,Remettantes,46.9994934,6.9132814
645801050,Haute Ecole Arc Ingéniérie,NE,2000,Neuchâtel,Espace de l'Europe 11,Remettantes,46.9976057,6.9387395
645801012,Etablissement Cantonal d'Assurance et de prévention ECAP,NE,2002,Neuchâtel,Place de la Gare 4,Remettantes,46.9963116,6.9363133
645801001,Baxalta Manufacturing Sàrl,NE,2000,Neuchâtel,Route de Pierre-à-Bot 111,Remettantes,47.0008,6.9103158
645800993,Blandenier SA,NE,2000,Neuchâtel,Rue des Parcs 46,Remettantes,46.9926634,6.9200928
645800972,Philip Morris SA,NE,2000,neuchâtel,Quai Jeanrenaud 56,Remettantes,46.9809087,6.8991113
645800955,Orolia Switzerland SA,NE,2000,Neuchâtel,Rue du Vauseyon 29,Remettantes,46.9892853,6.9061359
645800942,Philip Morris Products SA,NE,2000,Neuchâtel,Rue des Usines 56,Remettantes,46.9841937,6.9023301
645800913,EPFL STI IMT,NE,2000,Neuchâtel,Rue A.-L. Breguet 2,Remettantes,46.9995997,6.9344141
645800909,Ethicon Women's Health & Urology Sàrl,NE,2000,Neuchâtel,Rue du Puits-Godet 20,Remettantes,46.9982157,6.9104826
645800895,Bulgari Horlogerie SA,NE,2000,Neuchâtel,Rue de Monruz 34,Remettantes,47.0038894,6.9603377
645800882,Lenzlinger Pierre SA,NE,2000,Neuchâtel,Rue des Noyers 11,Remettantes,46.9843043,6.8981893
645800860,ADMed Pathologoie,NE,2000,Neuchâtel,Avenue Bellevaux 4,Remettantes,46.9982538,6.944592
645800720,OFFICINE PANERAI FIRENZE SA ,NE,2001,Neuchâtel,Route de Pierre-à-Bôt 87,Remettantes,46.9994934,6.9132814
645800626,Alfaset,NE,2001,Neuchâtel,Rue de Tivoli 34,Remettantes,46.9829585,6.903762
645800472,Unilabs Neuchâtel,NE,2001,Neuchâtel,Rue de l'Hôpital 20,Remettantes,46.992285,6.9294974
645800194,Sercalo microtechnology Ltd.,NE,2001,Neuchâtel,Rue des Draizes 5,Remettantes,46.9890339,6.9035471
645800176,Intercosmetica Neuchâtel SA,NE,2001,Neuchâtel,Route des Gouttes-d'Or 30,Remettantes,47.0061431,6.9659765
645800061,Université de Neuchâtel ,NE,2001,Neuchâtel,Avenue de Bellevaux 51,Remettantes,47.0006145,6.9498387
645800002,Coloral SA pour la coloration et prote,NE,2001,Neuchâtel,Neuchâtel,Remettantes,46.9899874,6.9292732
645800001,Atela SA,NE,2001,Neuchâtel,Rue de Maillefer 11D,Remettantes,46.9837119,6.9043168
645700102,Nivarox-FAR SA,NE,2074,Marin,Rue des Sors 3,Remettantes,47.0121222,7.0021564
645700077,HLD Clean Consult SA,NE,2074,Marin-Epagnier,Avenue des Champs-Montants 14B,Remettantes,47.0121541,7.0002115
645700062,The Swatch Group Recherche & Développement SA,NE,2074,Marin-Epagnier,Rue des Sors 3,Remettantes,47.0121222,7.0021564
645700035,Boegli-Gravures SA,NE,2074,Marin-Epagnier,Rue de la Gare 24,Remettantes,47.0088821,7.0092953
645700009,Metalor Technologies SA,NE,2074,Marin,Rue des Perveuils 8,Regroupement,47.0092921,7.0005596
645700002,EM Microelectronic-Marin SA,NE,2074,Marin-Epagnier,Rue des Sors 3,Remettantes,47.0121222,7.0021564
645500054,Rollomatic Holding SA,NE,2525,Le Landeron,Prés Bugnon 3,Remettantes,47.0559232,7.0575943
645500046,Jelosil UV - Technology SA,NE,2525,Le Landeron,Route de La Neuveville 5,Remettantes,47.0919186,7.1300282
645500001,Ramseyer & Cie SA,NE,2525,Le Landeron,Chemin de la Petite Thielle 20,Remettantes,47.0535076,7.0694325
645400052,Meyer Burger Research AG,NE,2068,Hauterive,Rouges-Terres 61,Remettantes,47.0094614,6.9719595
645200045,Coloral SA,NE,2088,Cressier NE,Chemin des Devins 28,Remettantes,47.0517788,7.0424097
645200002,Varo Refining (Cressier SA),NE,2088,Cressier,Route de la Raffinerie 21,Remettantes,47.039992,7.0335662
645100040,Gyger Levage,NE,2087,Cornaux,La Ronde-Fin 43,Remettantes,47.0402596,7.0306264
645100029,"ASA, Action Super Abrasive SA",NE,2087,Cornaux,Prés-Bersot 11,Remettantes,47.033963,7.0159343
645100002,Juracime SA,NE,2087,Cornaux,La Ronde-Fin 20,Incinération,47.0350736,7.029466
643600394,Manufacture d'Horlogerie Audemars Piguet SA,NE,2400,Le Locle,Chemin des Dolines 7,Remettantes,47.0493304,6.7467108
643600385,Chronode SA,NE,2400,Le Locle,Rue de France 55,Remettantes,47.0543038,6.7399451
643600359,Integra LifeSciences Switzerland Sàrl,NE,2400,Le Locle,Rue Girardet 29,Remettantes,47.0634737,6.7603083
643600348,InoDeco SA,NE,2400,Le Locle,Rue de France 55,Remettantes,47.0543038,6.7399451
643600310,Bloc'hor SA,NE,2400,Le Locle,Rue des Billodes 26,Remettantes,47.0556504,6.7419972
643600298,CERAM Istrate,NE,2400,Le Locle,Rue Jean-Jacques Huguenin 25,Remettantes,47.0619722,6.7576845
643600290,Metalem SA,NE,2400,Le Locle,Rue de la Concorde 29,Remettantes,47.0609606,6.756859
643600265,DLK Technologies SA,NE,2400,Le Locle,Chemin des Aulnes 1,Remettantes,47.0626882,6.7647833
643600221,Comadur SA,NE,2400,Le Locle,Le Col-des-Roches 33,Remettantes,47.0483814,6.723031
643600187,Centre de formation professionnelle Pôle Technologies et Industries,NE,2400,Le Locle,Rue Klaus 1,Remettantes,47.0539452,6.7414939
643600172,Job Eco SA,NE,2400,Le Locle,Rue de la Jambe-Ducommun 19,Remettantes,47.0649337,6.7668241
643600114,Werthanor SA,NE,2400,Le Locle,Rue Georges-Favre 6,Remettantes,47.0534272,6.7400907
643600091,Robert Laminage SA,NE,2400,Le Locle,Rue de la Jaluse 15,Remettantes,47.0496069,6.7521939
643600045,Pibomulti SA,NE,2400,Le Locle,Rue de la Jambe-Ducommun 18,Remettantes,47.0662559,6.7675282
643600024,Dixi Cylindre SA,NE,2400,Le Locle,Avenue du Technicum 42,Remettantes,47.0530194,6.7391912
643600006,Faude & Huguenin SA,NE,2400,Le Locle,Rue Bellevue 32,Remettantes,47.0578225,6.7443337
643100042,Artime SA,NE,2416,Les Brenets,Les Pargots 15,Remettantes,47.0651502,6.695534
643100038,PBMC SA,NE,2416,Les Brenets,Les Brenets,Remettantes,47.0710985,6.7187969
642101380,Bryek Horlogerie Sàrl,NE,2300,La Chaux-de-Fonds,Avenue Léopold-Robert 108,Remettantes,47.0969577,6.8195917
642101374,WD Jantes Sàrl,NE,2300,La Chaux-de-Fonds,Rue du Parc 92,Remettantes,47.0990581,6.8211284
642101355,Someco SA,NE,2300,La Chaux-de-Fonds,Rue des Crétets 32,Remettantes,47.0974855,6.8266905
642101342,EB Pressing Métropole Centre,NE,2300,La Chaux-de-Fonds,Rue Daniel-Jeanrichard 23,Remettantes,47.1000883,6.827447
642101319,Ichnos Sciences SA,NE,2300,La Chaux-de-Fonds,Chemin de la Combeta 5,Remettantes,47.085262,6.8100243
642101312,JBH SA,NE,2300,La Chaux-de-Fonds,Boulevard des Endroits 22,Remettantes,47.0955159,6.8057157
642101301,Galvatech Electrolytique,NE,2300,La Chaux-de-Fonds,Rue Alexis-Marie-Piaget 73,Remettantes,47.1061063,6.825022
642101289,Cronal SA,NE,2300,La Chaux-de-Fonds,Rue du Collège 73,Remettantes,47.1098872,6.8397396
642101287,Faulhaber Precistep SA,NE,2300,La Chaux-de-Fonds,Rue des Gentianes 53,Remettantes,47.0930974,6.8232684
642101284,Anglage Prestige,NE,2300,La Chaux-de-Fonds,Rue des Jonquilles 8,Remettantes,47.0980291,6.8349807
642101256,Pro Horlogerie Sàrl,NE,2300,La Chaux-de-Fonds,Boulevard des Eplatures 46e,Remettantes,47.0856669,6.7992941
642101249,Precipro SA,NE,2300,La Chaux-de-Fonds,Rue Jardinière 147,Remettantes,47.0956683,6.8156709
642101246,Montres Breguet SA,NE,2322,le Crêt-du-Locle,Le Crêt-du-Locle 12c,Remettantes,47.0789619,6.7811616
